title,author,publisher,publication_date,discount,price,url,canbuy
連結天使之光：與天使一起工作，治癒身心、創造魔法、顯化奇蹟,阿蓮娜．菲雀爾德,時報出版,2024-07-23,79.0,339,https://www.books.com.tw/products/0010994335?loc=P_0005_055,True
京都百年老舖：飲玉露、著和服、啖金平糖、賞清水燒……體驗經典50家老舖,柯珊珊,時報出版,2024-07-23,79.0,355,https://www.books.com.tw/products/0010994336?loc=P_0005_056,True
用願力召喚奇蹟：打開你的內在力量，喚醒生命能量的108個心靈練習【願望成真版】(附：奇蹟訊息書卡3張),嘉柏麗‧伯恩斯坦,時報出版,2024-07-23,79.0,331,https://www.books.com.tw/products/0010994339?loc=P_0005_057,True
我在Amazon上班，需要紅酒與心理師：贏了面子卻輸了靈魂的12年,克莉絲蒂．寇特爾,時報出版,2024-07-23,79.0,410,https://www.books.com.tw/products/0010994341?loc=P_0005_058,True
沉默不是金：美國特警談判專家的破冰談話術，教你打開有效溝通的大門,史考特‧哈維,時報出版,2024-07-23,79.0,252,https://www.books.com.tw/products/0010994345?loc=P_0005_059,True
有錢人換你做：管好4筆錢，財富滾雪球,且慢基金投資研究所,時報出版,2024-07-23,79.0,284,https://www.books.com.tw/products/0010994347?loc=P_0005_060,True
女孩的祕密帳號：別再告訴自己「是我想太多」!在這裡，有人站在你這一邊,"徐代蘭,金刺蝟",時報出版,2024-07-23,79.0,300,https://www.books.com.tw/products/0010994355?loc=P_0005_061,True
活動全身肌肉，開始北歐式健走：重拾肌耐力、改善行走能力，比跑步不傷膝蓋，比走路燃燒更多熱量的全身運動 (電子書),林士聘（士官長）,時報出版,2024-07-23,,270,https://www.books.com.tw/products/E050226687?loc=P_0005_062,True
社會新聞鬼在看(隨書附贈：奇門遁甲師黃濤 親自設計【五路招財符】【奇門遁甲招財符】),錯別字(賴正鎧),時報出版,2024-07-23,79.0,300,https://www.books.com.tw/products/0010994357?loc=P_0005_063,True
活動全身肌肉，開始北歐式健走：重拾肌耐力、改善行走能力，比跑步不傷膝蓋，比走路燃燒更多熱量的全身運動,林士聘（士官長）,時報出版,2024-07-19,79.0,355,https://www.books.com.tw/products/0010994359?loc=P_0005_064,True
紅黑時代 (電子書),之光,時報出版,2024-07-19,,294,https://www.books.com.tw/products/E050227817?loc=P_0005_065,True
用願力召喚奇蹟：打開你的內在力量，喚醒生命能量的108個心靈練習【願望成真版】 (電子書),嘉柏麗‧伯恩斯坦,時報出版,2024-07-19,,294,https://www.books.com.tw/products/E050227818?loc=P_0005_066,True
挑戰引力：我如何改革NASA、開啟太空新時代 (電子書),洛瑞‧加弗,時報出版,2024-07-19,,462,https://www.books.com.tw/products/E050227819?loc=P_0005_067,True
女孩的祕密帳號：別再告訴自己「是我想太多」!在這裡，有人站在你這一邊 (電子書),"徐代蘭,金刺蝟",時報出版,2024-07-19,,266,https://www.books.com.tw/products/E050227820?loc=P_0005_068,True
京都百年老舖：飲玉露、著和服、啖金平糖、賞清水燒……體驗經典50家老舖 (電子書),柯珊珊,時報出版,2024-07-19,,315,https://www.books.com.tw/products/E050227821?loc=P_0005_069,True
有錢人換你做：管好4筆錢，財富滾雪球 (電子書),且慢基金投資研究所,時報出版,2024-07-19,,252,https://www.books.com.tw/products/E050227822?loc=P_0005_070,True
連結天使之光--與天使一起工作，治癒身心、創造魔法、顯化奇蹟 (電子書),阿蓮娜．菲雀爾德,時報出版,2024-07-19,,301,https://www.books.com.tw/products/E050227823?loc=P_0005_071,True
社會新聞鬼在看 (電子書),錯別字(賴正鎧),時報出版,2024-07-19,,266,https://www.books.com.tw/products/E050227824?loc=P_0005_072,True
細胞之歌：探索醫學和新人類的未來 (電子書),辛達塔．穆克吉,時報出版,2024-07-18,,476,https://www.books.com.tw/products/E050226762?loc=P_0005_073,True
留下生命故事：如何撰寫自傳，傳承精彩人生,青婷,時報出版,2024-07-16,79.0,276,https://www.books.com.tw/products/0010993919?loc=P_0005_074,True
輕鬆好孕：《產科醫師的好孕教室》+《瘦孕聖經》,"邱錦伶,陳勝咸",時報出版,2024-07-16,75.0,622,https://www.books.com.tw/products/0010993933?loc=P_0005_075,True
防守的藝術：亞馬遜年度選書第一名(二版),查德．哈巴克,時報出版,2024-07-16,79.0,395,https://www.books.com.tw/products/0010993939?loc=P_0005_076,True
倒數計時!學科男孩(7)：戀愛與突發事件委員會!,一之瀨三葉,時報出版,2024-07-16,79.0,260,https://www.books.com.tw/products/0010993947?loc=P_0005_077,True
鳥人鳥事多：嘎嗚鳥家登場!(隨書附贈小鳥暖心小卡),"漢堡包,雞腿",時報出版,2024-07-16,79.0,252,https://www.books.com.tw/products/0010993935?loc=P_0005_078,True
鳥人鳥事多：嘎嗚鳥家登場!(限量悠遊卡貼紙版，隨書附贈小鳥暖心小卡),"漢堡包,雞腿",時報出版,2024-07-16,79.0,252,https://www.books.com.tw/products/0010993937?loc=P_0005_079,True
特殊清掃人,中山七里,時報出版,2024-07-16,79.0,355,https://www.books.com.tw/products/0010993950?loc=P_0005_080,True
留下生命故事：如何撰寫自傳，傳承精彩人生 (電子書),青婷,時報出版,2024-07-12,,245,https://www.books.com.tw/products/E050226763?loc=P_0005_081,True
倒數計時!學科男孩(7)：戀愛與突發事件委員會! (電子書),一之瀨三葉,時報出版,2024-07-12,,231,https://www.books.com.tw/products/E050226764?loc=P_0005_082,True
防守的藝術 (電子書),查德．哈巴克,時報出版,2024-07-12,,350,https://www.books.com.tw/products/E050226766?loc=P_0005_083,True
最強時間營養學：何時吃比吃什麼更重要!讓你吃不胖、身體好、改善睡眠品質的健康新觀念 (電子書),柴田重信,時報出版,2024-07-12,88.0,234,https://www.books.com.tw/products/E050225358?loc=P_0005_084,True
鳥人鳥事多：嘎嗚鳥家登場! (電子書),"漢堡包,雞腿",時報出版,2024-07-12,,224,https://www.books.com.tw/products/E050226765?loc=P_0005_085,True
巴奈回家：凱道.二二八公園的二六四四天 (有聲書),"巴奈,徐璐",時報出版,2024-07-10,,480,https://www.books.com.tw/products/E070004459?loc=P_0005_086,False
耳鳴的腦內大革命,賴仁淙,時報出版,2024-07-09,79.0,276,https://www.books.com.tw/products/0010993238?loc=P_0005_087,True
